[ 17500,  0.0001086]     0.8582,     0.9269,     0.9467,     1.7356, 
[ 17600,  0.0001084]     0.8692,     0.9345,     0.9526,     1.7557, 
[ 17700,  0.0001083]     0.8693,     0.9370,     0.9538,     1.5652, 
[ 17800,  0.0001082]     0.8638,     0.9342,     0.9526,     1.6497, 
[ 17900,  0.0001080]     0.8675,     0.9349,     0.9524,     1.8012, 
[ 18000,  0.0001079]     0.8571,     0.9293,     0.9490,     2.0263, 
[ 18100,  0.0001078]     0.8700,     0.9350,     0.9528,     1.5669, 
[ 18200,  0.0001077]     0.8744,     0.9399,     0.9573,     1.4751, 
[ 18300,  0.0001075]     0.8680,     0.9337,     0.9509,     1.7971, 
[ 18400,  0.0001074]     0.8519,     0.9244,     0.9454,     1.8297, 
[ 18500,  0.0001073]     0.8570,     0.9294,     0.9482,     1.9916, 
[ 18600,  0.0001071]     0.8672,     0.9348,     0.9531,     1.8433, 
[ 18700,  0.0001070]     0.8742,     0.9392,     0.9569,     1.8729, 
[ 18800,  0.0001069]     0.8733,     0.9384,     0.9550,     1.7509, 
[ 18900,  0.0001067]     0.8639,     0.9339,     0.9525,     1.8499, 
[ 19000,  0.0001066]     0.8689,     0.9353,     0.9530,     1.5801, 
[ 19100,  0.0001065]     0.8593,     0.9262,     0.9447,     2.2183, 
[ 19200,  0.0001063]     0.8628,     0.9312,     0.9504,     1.7327, 
[ 19300,  0.0001062]     0.8600,     0.9297,     0.9482,     1.7752, 
[ 19400,  0.0001061]     0.8705,     0.9354,     0.9528,     1.6428, 
[ 19500,  0.0001059]     0.8723,     0.9381,     0.9549,     1.9485, 
[ 19600,  0.0001058]     0.8756,     0.9381,     0.9551,     1.7341, 
[ 19700,  0.0001057]     0.8555,     0.9252,     0.9441,     2.0846, 
[ 19800,  0.0001056]     0.8606,     0.9304,     0.9495,     1.5621, 
[ 19900,  0.0001054]     0.8658,     0.9331,     0.9514,     1.9003, 
[ 20000,  0.0001053]     0.8629,     0.9333,     0.9523,     1.9820, 
[ 20100,  0.0001052]     0.8741,     0.9379,     0.9543,     1.6289, 
[ 20200,  0.0001050]     0.8687,     0.9358,     0.9537,     1.8670, 
[ 20300,  0.0001049]     0.8725,     0.9386,     0.9557,     1.6148, 
[ 20400,  0.0001048]     0.8692,     0.9361,     0.9530,     1.8415, 
[ 20500,  0.0001046]     0.8606,     0.9269,     0.9456,     1.9718, 
[ 20600,  0.0001045]     0.8627,     0.9321,     0.9509,     1.7325, 
[ 20700,  0.0001044]     0.8582,     0.9316,     0.9505,     1.6183, 
[ 20800,  0.0001042]     0.8733,     0.9402,     0.9569,     1.4407, 
[ 20900,  0.0001041]     0.8633,     0.9294,     0.9475,     1.8741, 
[ 21000,  0.0001040]     0.8617,     0.9321,     0.9506,     2.0414, 
[ 21100,  0.0001038]     0.8800,     0.9456,     0.9617,     1.2720, 
[ 21200,  0.0001037]     0.8604,     0.9281,     0.9466,     1.8634, 
[ 21300,  0.0001036]     0.8703,     0.9391,     0.9570,     1.4068, 
[ 21400,  0.0001034]     0.8624,     0.9302,     0.9489,     1.8017, 
[ 21500,  0.0001033]     0.8713,     0.9370,     0.9546,     1.6150, 
[ 21600,  0.0001032]     0.8649,     0.9329,     0.9508,     1.5781, 
[ 21700,  0.0001031]     0.8650,     0.9312,     0.9502,     1.7175, 
[ 21800,  0.0001029]     0.8698,     0.9356,     0.9536,     1.6266, 
[ 21900,  0.0001028]     0.8666,     0.9335,     0.9517,     1.9025, 
[ 22000,  0.0001027]     0.8620,     0.9331,     0.9523,     1.5783, 
[ 22100,  0.0001025]     0.8617,     0.9318,     0.9515,     1.6451, 
[ 22200,  0.0001024]     0.8707,     0.9367,     0.9536,     1.7364, 
[ 22300,  0.0001023]     0.8735,     0.9401,     0.9577,     1.3399, 
[ 22400,  0.0001021]     0.8711,     0.9369,     0.9551,     1.4184, 
[ 22500,  0.0001020]     0.8639,     0.9308,     0.9495,     1.6252, 
[ 22600,  0.0001019]     0.8484,     0.9236,     0.9435,     2.1145, 
[ 22700,  0.0001017]     0.8696,     0.9382,     0.9563,     1.5671, 
[ 22800,  0.0001016]     0.8754,     0.9384,     0.9558,     1.4920, 
[ 22900,  0.0001015]     0.8744,     0.9382,     0.9554,     1.5439, 
[ 23000,  0.0001013]     0.8724,     0.9400,     0.9571,     1.4140, 
[ 23100,  0.0001012]     0.8721,     0.9370,     0.9540,     1.5406, 
[ 23200,  0.0001011]     0.8652,     0.9336,     0.9521,     2.1426, 
[ 23300,  0.0001010]     0.8665,     0.9305,     0.9487,     2.0984, 
[ 23400,  0.0001008]     0.8729,     0.9415,     0.9589,     1.7338, 
[ 23500,  0.0001007]     0.8633,     0.9313,     0.9496,     1.9224, 
[ 23600,  0.0001006]     0.8669,     0.9305,     0.9487,     1.9788, 
[ 23700,  0.0001004]     0.8758,     0.9402,     0.9575,     1.5153, 
[ 23800,  0.0001003]     0.8680,     0.9374,     0.9557,     1.7934, 
[ 23900,  0.0001002]     0.8682,     0.9346,     0.9522,     1.7470, 
[ 24000,  0.0001000]     0.8737,     0.9364,     0.9540,     1.5860, 
[ 24100,  0.0000999]     0.8685,     0.9372,     0.9554,     1.5709, 
[ 24200,  0.0000998]     0.8674,     0.9333,     0.9518,     1.5820, 
[ 24300,  0.0000996]     0.8586,     0.9312,     0.9513,     1.6733, 
[ 24400,  0.0000995]     0.8596,     0.9298,     0.9486,     1.9043, 
[ 24500,  0.0000994]     0.8776,     0.9424,     0.9585,     1.5918, 
[ 24600,  0.0000992]     0.8728,     0.9360,     0.9541,     1.5370, 
[ 24700,  0.0000991]     0.8670,     0.9346,     0.9537,     1.6615, 
[ 24800,  0.0000990]     0.8676,     0.9335,     0.9516,     1.6291, 
[ 24900,  0.0000988]     0.8752,     0.9396,     0.9565,     1.5576, 
[ 25000,  0.0000987]     0.8615,     0.9289,     0.9478,     1.7345, 
[ 25100,  0.0000986]     0.8748,     0.9376,     0.9544,     1.7903, 
[ 25200,  0.0000985]     0.8571,     0.9270,     0.9463,     1.9912, 
[ 25300,  0.0000983]     0.8735,     0.9399,     0.9574,     1.4911, 
[ 25400,  0.0000982]     0.8732,     0.9368,     0.9554,     1.6603, 
[ 25500,  0.0000981]     0.8726,     0.9401,     0.9561,     1.6477, 
[ 25600,  0.0000979]     0.8748,     0.9413,     0.9589,     1.3568, 
[ 25700,  0.0000978]     0.8611,     0.9323,     0.9517,     1.5900, 
[ 25800,  0.0000977]     0.8710,     0.9392,     0.9569,     1.4535, 
[ 25900,  0.0000975]     0.8741,     0.9378,     0.9557,     1.4526, 
[ 26000,  0.0000974]     0.8556,     0.9246,     0.9440,     2.6833, 
[ 26100,  0.0000973]     0.8815,     0.9429,     0.9586,     1.8092, 
[ 26200,  0.0000971]     0.8737,     0.9410,     0.9583,     1.5744, 
[ 26300,  0.0000970]     0.8713,     0.9369,     0.9553,     1.5014, 
[ 26400,  0.0000969]     0.8612,     0.9311,     0.9503,     1.6434, 
[ 26500,  0.0000967]     0.8758,     0.9406,     0.9586,     1.7409, 
[ 26600,  0.0000966]     0.8709,     0.9373,     0.9554,     1.7286, 
[ 26700,  0.0000965]     0.8720,     0.9381,     0.9559,     1.4902, 
[ 26800,  0.0000964]     0.8573,     0.9266,     0.9458,     2.0204, 
[ 26900,  0.0000962]     0.8779,     0.9426,     0.9599,     1.3596, 
[ 27000,  0.0000961]     0.8790,     0.9420,     0.9583,     1.6423, 
[ 27100,  0.0000960]     0.8723,     0.9392,     0.9574,     1.3906, 
[ 27200,  0.0000958]     0.8739,     0.9400,     0.9575,     1.3148, 
[ 27300,  0.0000957]     0.8648,     0.9302,     0.9486,     1.6676, 
[ 27400,  0.0000956]     0.8654,     0.9315,     0.9500,     1.6938, 
[ 27500,  0.0000954]     0.8707,     0.9358,     0.9541,     1.5364, 
[ 27600,  0.0000953]     0.8628,     0.9309,     0.9497,     1.7463, 
[ 27700,  0.0000952]     0.8708,     0.9374,     0.9542,     1.8073, 
[ 27800,  0.0000950]     0.8750,     0.9408,     0.9589,     1.2525, 
[ 27900,  0.0000949]     0.8743,     0.9395,     0.9576,     1.4647, 
[ 28000,  0.0000948]     0.8779,     0.9436,     0.9608,     1.4198, 
[ 28100,  0.0000946]     0.8630,     0.9327,     0.9514,     1.6219, 
[ 28200,  0.0000945]     0.8678,     0.9328,     0.9509,     1.7929, 
[ 28300,  0.0000944]     0.8745,     0.9399,     0.9571,     1.6487, 
[ 28400,  0.0000942]     0.8632,     0.9317,     0.9504,     1.8683, 
[ 28500,  0.0000941]     0.8763,     0.9421,     0.9591,     1.2323, 
[ 28600,  0.0000940]     0.8658,     0.9326,     0.9514,     1.6860, 
[ 28700,  0.0000939]     0.8719,     0.9388,     0.9567,     1.4144, 
[ 28800,  0.0000937]     0.8722,     0.9370,     0.9538,     1.8790, 
[ 28900,  0.0000936]     0.8727,     0.9377,     0.9553,     1.6785, 
[ 29000,  0.0000935]     0.8655,     0.9348,     0.9540,     1.6042, 
[ 29100,  0.0000933]     0.8753,     0.9415,     0.9595,     1.1887, 
[ 29200,  0.0000932]     0.8749,     0.9373,     0.9537,     1.8401, 
[ 29300,  0.0000931]     0.8634,     0.9339,     0.9531,     1.6090, 
[ 29400,  0.0000929]     0.8649,     0.9323,     0.9503,     1.7676, 
[ 29500,  0.0000928]     0.8754,     0.9406,     0.9581,     1.3424, 
[ 29600,  0.0000927]     0.8710,     0.9396,     0.9585,     1.2941, 
[ 29700,  0.0000925]     0.8613,     0.9327,     0.9522,     1.8238, 
[ 29800,  0.0000924]     0.8845,     0.9462,     0.9624,     1.3622, 
[ 29900,  0.0000923]     0.8726,     0.9354,     0.9533,     1.4825, 
[ 30000,  0.0000921]     0.8789,     0.9418,     0.9585,     1.4303, 
[ 30100,  0.0000920]     0.8709,     0.9372,     0.9557,     1.5267, 
[ 30200,  0.0000919]     0.8757,     0.9395,     0.9564,     1.6333, 
[ 30300,  0.0000918]     0.8556,     0.9264,     0.9461,     2.0899, 
[ 30400,  0.0000916]     0.8854,     0.9452,     0.9611,     1.2990, 
[ 30500,  0.0000915]     0.8756,     0.9422,     0.9594,     1.2553, 
[ 30600,  0.0000914]     0.8633,     0.9322,     0.9515,     1.7516, 
[ 30700,  0.0000912]     0.8670,     0.9346,     0.9520,     1.9404, 
[ 30800,  0.0000911]     0.8692,     0.9341,     0.9517,     1.4644, 
[ 30900,  0.0000910]     0.8843,     0.9472,     0.9629,     1.2232, 
[ 31000,  0.0000908]     0.8688,     0.9354,     0.9542,     1.5684, 
[ 31100,  0.0000907]     0.8738,     0.9390,     0.9567,     1.5813, 
[ 31200,  0.0000906]     0.8696,     0.9350,     0.9527,     1.7164, 
[ 31300,  0.0000904]     0.8777,     0.9435,     0.9610,     1.2802, 
[ 31400,  0.0000903]     0.8772,     0.9412,     0.9580,     1.2932, 
[ 31500,  0.0000902]     0.8612,     0.9291,     0.9487,     2.0503, 
[ 31600,  0.0000900]     0.8649,     0.9358,     0.9546,     1.6266, 
[ 31700,  0.0000899]     0.8602,     0.9326,     0.9522,     1.6676, 
[ 31800,  0.0000898]     0.8758,     0.9398,     0.9576,     1.4576, 
[ 31900,  0.0000896]     0.8787,     0.9415,     0.9577,     1.5693, 
[ 32000,  0.0000895]     0.8635,     0.9342,     0.9520,     1.6942, 
[ 32100,  0.0000894]     0.8782,     0.9415,     0.9585,     1.5507, 
[ 32200,  0.0000893]     0.8663,     0.9351,     0.9541,     1.4128, 
[ 32300,  0.0000891]     0.8732,     0.9395,     0.9572,     1.4741, 
[ 32400,  0.0000890]     0.8702,     0.9382,     0.9555,     1.4773, 
[ 32500,  0.0000889]     0.8723,     0.9378,     0.9541,     1.5758, 
[ 32600,  0.0000887]     0.8735,     0.9389,     0.9571,     1.9237, 
[ 32700,  0.0000886]     0.8704,     0.9360,     0.9534,     1.7737, 
[ 32800,  0.0000885]     0.8680,     0.9357,     0.9535,     1.4881, 
[ 32900,  0.0000883]     0.8740,     0.9391,     0.9569,     1.5212, 
[ 33000,  0.0000882]     0.8812,     0.9433,     0.9599,     1.3254, 
[ 33100,  0.0000881]     0.8718,     0.9369,     0.9548,     1.5613, 
[ 33200,  0.0000879]     0.8657,     0.9355,     0.9548,     1.3718, 
[ 33300,  0.0000878]     0.8732,     0.9385,     0.9553,     1.8110, 
[ 33400,  0.0000877]     0.8678,     0.9324,     0.9506,     1.7446, 
[ 33500,  0.0000875]     0.8755,     0.9416,     0.9584,     1.5378, 
[ 33600,  0.0000874]     0.8711,     0.9374,     0.9558,     1.3549, 
[ 33700,  0.0000873]     0.8740,     0.9374,     0.9544,     1.4478, 
[ 33800,  0.0000871]     0.8787,     0.9408,     0.9576,     1.3660, 
[ 33900,  0.0000870]     0.8715,     0.9381,     0.9564,     1.3840, 
[ 34000,  0.0000869]     0.8687,     0.9387,     0.9561,     1.4996, 
[ 34100,  0.0000868]     0.8669,     0.9344,     0.9545,     1.5515, 
[ 34200,  0.0000866]     0.8733,     0.9404,     0.9583,     1.2982, 
[ 34300,  0.0000865]     0.8790,     0.9405,     0.9567,     1.4595, 
[ 34400,  0.0000864]     0.8767,     0.9402,     0.9572,     1.4253, 
[ 34500,  0.0000862]     0.8796,     0.9432,     0.9602,     1.2697, 
[ 34600,  0.0000861]     0.8694,     0.9350,     0.9525,     2.1112, 
[ 34700,  0.0000860]     0.8629,     0.9333,     0.9528,     1.4137, 
[ 34800,  0.0000858]     0.8715,     0.9377,     0.9556,     1.4004, 
[ 34900,  0.0000857]     0.8723,     0.9385,     0.9562,     1.6610, 
[ 35000,  0.0000856]     0.8709,     0.9371,     0.9549,     1.4428, 
[ 35100,  0.0000854]     0.8706,     0.9357,     0.9543,     1.4121, 
[ 35200,  0.0000853]     0.8839,     0.9471,     0.9641,     1.2380, 
[ 35300,  0.0000852]     0.8618,     0.9317,     0.9517,     1.4586, 
[ 35400,  0.0000850]     0.8730,     0.9354,     0.9535,     1.9210, 
[ 35500,  0.0000849]     0.8664,     0.9352,     0.9544,     1.6139, 
[ 35600,  0.0000848]     0.8855,     0.9458,     0.9620,     1.3228, 
[ 35700,  0.0000847]     0.8649,     0.9337,     0.9521,     1.5804, 
[ 35800,  0.0000845]     0.8805,     0.9433,     0.9601,     1.9025, 
[ 35900,  0.0000844]     0.8721,     0.9382,     0.9552,     1.5575, 
[ 36000,  0.0000843]     0.8743,     0.9386,     0.9566,     1.6089, 
[ 36100,  0.0000841]     0.8723,     0.9363,     0.9534,     1.6662, 
